name,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,MidFloor,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Mansoura,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,propertyCategory_Commercial,propertySubType_Attached Houses,propertySubType_Office,propertySubType_Others(very rare),propertySubType_Retail,log(sqm),log(price),log(price/sqm),Is log(price/sqm) outlier,Is log(sqm) outlier,Is log(price) outlier
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3688690224989815,15.606936638291092,10.238067614408983,False,False,False
New Garden City,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.176149732573829,15.950268540314818,10.774118808119464,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.41164605185504,16.911902314617443,11.500256262473046,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.440467758652715,15.822918896744278,10.382451136854998,False,False,False
Alamain (Latin District),1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.356727774094459,16.248597459022477,10.891869684362634,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.787046764064408,10.25595378275121,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.807650602121868,10.276557618440732,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.823045895483019,17.365874792221465,11.542828897140446,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.584967478670572,16.37513808727799,11.790170608669284,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.408837403242009,9.87774441821598,False,False,True
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.323058758436484,16.205740160810365,10.88268140212938,False,False,False
Mamsha Avenue,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.966146739123692,16.31259278368241,10.346446043076869,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.44673737166631,16.836813107629794,11.390075736275406,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.918668626261423,11.387575643259494,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0943445622221,16.549683243212055,12.455338681119851,True,True,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.222576268071369,16.267894016046714,10.04531774590923,False,False,False
Jade Park,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.393627546352362,15.94766313855678,10.554035592678744,False,False,False
Maspero Business Tower Nile Heights,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.214935757608986,16.34355651522769,11.128620757554852,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.133378274489477,10.11722111646534,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.899554746499545,15.7951317643619,10.895577016994125,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.67274560915124,11.14165262692506,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.280847126424115,10.74975414420564,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.920985276690926,11.389892293814896,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.31748811353631,16.843080588367016,12.525592474709622,True,False,False
Maspero Business Tower Nile Heights,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.214935757608986,16.34355651522769,11.128620757554852,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.829513017877783,15.725201200024008,10.895688182548389,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.307921102690732,16.203355494909143,10.895434393010698,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.894101477840304,15.789730463231004,10.89562898527266,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3646199558021,16.256552394105334,10.891932439105153,False,False,False
New Garden City,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.48863636973214,15.179559310136844,10.690922940864828,False,False,False
AlMaqsad Park,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.049856007249537,15.439048594777155,10.389192588868578,False,False,False
New Garden City,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.48863636973214,15.207538450931926,10.718902081398642,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.351858133476067,15.994684306043084,10.64282617350604,False,False,False
Mamsha Avenue,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.14166355650266,15.61258918866993,10.470925632134112,False,False,False
BEGONIA,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.997212273764115,15.96797019238068,10.970757917779942,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.651184201555409,16.733443439063855,10.082259236815045,False,True,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.284117017146896,16.179661006616474,10.895543989194262,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.787491742782046,14.815629071227749,10.028137326974358,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.41610040220442,16.04573998876618,10.62963958602424,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.516338972281476,16.31547001037857,11.799131037932916,False,False,False
Alamain (Latin District),1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.3748153375207615,16.219387902440193,10.844572564027509,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.641907070938114,16.255332669263403,10.613425599197054,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.787491742782046,14.796936757767806,10.009445016484865,False,False,False
Podia Plaza – Commercial for Sale,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.886582645426277,17.63249734605695,12.745914700597682,True,False,True
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.549763178716353,14.98675353766729,10.436990359277967,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.111987788356544,15.75511515445631,10.643127367106093,False,False,False
BEGONIA,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5.5053315359323625,16.639801865820523,11.134470329615146,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.867534450455582,14.895671665721018,10.028137216623598,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.793013608384144,16.249123913364723,10.456110306103389,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.446478717528557,15.819554835171663,10.373076117529614,False,False,False
Alamain (Latin District),1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.368729230788402,16.288007187675593,10.919277956025397,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.752572638825633,16.314155733862787,10.56158309446178,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.916785964051869,10.385692982979371,False,False,False
BEGONIA,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.68213122712422,15.681913570188096,10.99978234287826,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.685773088680271,11.154680105717464,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.3981627015177525,16.78823005720919,11.390067355384456,False,False,False
Alamain (Latin District),1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.356727774094459,16.19143904518253,10.834711270303757,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.890349128221754,14.918486312851927,10.028137185725384,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.351858133476067,15.994684306043084,10.64282617350604,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.583496308781699,17.002276328914242,11.41878002019863,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.353373572296115,16.197830618977175,10.844457047148648,False,False,False
BEGONIA,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.997212273764115,15.938610068983571,10.941397794932271,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.338114836422103,15.465706462870545,10.12759162640082,False,False,False
Maspero mall,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.170483995038151,16.89355987400748,11.723075878674614,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.420534999272286,17.308648813324787,11.888113814241011,False,False,False
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.062595033026967,15.385375695278553,10.322780661627364,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.174286930608062,10.158129770909708,False,False,False
New Garden City,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.099866427824199,15.7922269971213,10.692360569684965,False,False,False
T- Residences,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.867534450455582,14.895671665721018,10.028137216623598,False,False,False
Blu Vert,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.41164605185504,16.99101948612726,11.57937343413855,False,False,False
New Garden City,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.910796644040527,16.49584692049897,10.585050276636643,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.811371016571989,15.343087443918057,10.531716427849648,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.867534450455582,14.895671665721018,10.028137216623598,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.508578292031233,16.030465900997346,10.521887609035977,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.167457080496042,10.151299919084384,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.117993812416755,16.65756703891422,11.539573226474142,False,False,False
Jade Park,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.768320995793772,16.081950204321966,10.313629208528194,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.440467758652715,15.813606460190158,10.373138700917782,False,False,False
Alamain (Latin District),1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.899256706112866,15.734196320764717,10.834939614393042,False,False,False
BEGONIA,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5.5053315359323625,16.54662603199748,11.041294496325705,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.211012399835075,10.679919418338176,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.210600077024653,16.258031491255835,10.047431412405414,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.153407194752228,15.9882147301038,10.834807535289857,False,False,False
Maspero Business Tower Nile Heights,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.170483995038151,16.248685220661923,11.078201225904596,False,False,False
New Garden City,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.973809611869261,16.586723334024125,10.612913720934436,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.477383630621318,15.614080119120878,10.13669648947059,False,False,False
VALORY,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.828641396489095,16.528701124720214,12.700059728350505,True,True,False
T- Residences,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.700480365792417,14.70992534670761,10.009444980506348,False,False,True
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.093750200806762,15.739467196803716,10.645716995076976,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5266679578331335,14.724978064490305,10.198310108449355,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.441291535499143,15.823724590355742,10.382433055674586,False,False,False
Mamsha Avenue,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.14166355650266,15.622486992997189,10.48082343665868,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.762562911598364,11.231469928679248,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.606650186198215,17.114453705587675,10.507803519389457,False,True,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.363777338019823,15.698937215718152,10.335159878486348,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.829513017877783,15.307740269492834,10.478227252514532,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.948759890378168,15.65494846250907,10.706188572718856,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.787491742782046,14.815629071227749,10.028137326974358,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.44673737166631,15.941239133595424,10.494501761642685,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.220355825078324,15.892699564590815,10.672343738447596,False,False,False
Al Fustat,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.112951179567857,15.285686403064869,10.172735221920918,False,False,False
New Garden City,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.662960480135946,16.265308030638707,10.602347551331349,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.210600077024653,16.45084668677768,10.240246608734958,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.365976015021851,16.94419905876689,11.578223044200302,False,False,False
New Garden City,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.703782474656201,16.362844126024914,10.659061652151614,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.492420185513389,10.961327203104824,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.214935757608986,15.842342149371811,10.627406391762827,False,False,False
T-Residences,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.867534450455582,14.87697949427028,10.009445043468752,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.971261839790462,16.013290536592194,10.042028697867805,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.210600077024653,16.26366677427754,10.053066695938805,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.369241704884735,15.751658929817632,10.382417225856154,False,False,False
Alamain (Latin District),1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.345105528046796,16.2369447847967,10.891839256459548,False,False,False
AXLE,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.605170185988092,17.317080043822838,12.711909857834748,True,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.811371016571989,15.343087443918057,10.531716427849648,False,False,False
Al Fustat,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.989479752023464,15.235481445443549,10.246001692898934,False,False,False
BEGONIA,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1135153092103742,14.315679601541737,11.20216429248297,False,True,True
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.903198550494016,15.7951317643619,10.89193321318722,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.414933279655721,16.693022200130834,10.278088921175732,False,True,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.16230390562264,10.146146744871857,False,False,False
BEGONIA,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.70805020110221,14.004476657476898,11.29642645596078,False,True,True
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.971261839790462,16.048745572823528,10.077483732690084,False,False,False
AlMaqsad Residences,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.897839799950911,15.33546130389684,10.437621504383372,False,False,False
T- Residences,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.867534450455582,14.796936757767806,9.929402305813118,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.835567366013609,15.73125600697332,10.895688640436743,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.178801580546473,15.552109616015054,10.37330803688686,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6.539585955617669,17.04599869816064,10.506412741230305,False,True,False
Mamsha Avenue,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.14166355650266,15.629846581371234,10.488183025178172,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.335516807537143,15.59604054524078,10.260523737219565,False,False,False
PODIA,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.737669618283368,15.510391952215842,11.772722334189544,False,True,False
